question,answer
Có bao nhiêu mùa được đề cập khi nói về quá trình viết và hoàn thành album trong đoạn văn?,2 mùa
Buôn nào có diện tích tự nhiên lớn hơn: Buôn Krang hay Buôn Kmăl?,Buôn Krang có diện tích tự nhiên lớn hơn Buôn Kmăl.
Tổng cộng có bao nhiêu quả đạn được sử dụng trong toàn bộ trận đánh của Kongō?,310 quả đạn 355 mm + 347 quả đạn 152 mm + 2.128 quả đạn 127 mm + 50.230 quả đạn phòng không 25 mm
"Tỉ lệ tổn thất (chết và mất tích) so với tổng tổn thất (chết, mất tích, và bị thương) của quân đội Đức Quốc xã từ tháng 3/1942 đến 3/1943 là bao nhiêu?","Tỉ lệ tổn thất (chết và mất tích) so với tổng tổn thất (chết, mất tích, và bị thương) của quân đội Đức Quốc xã từ tháng 3/1942 đến 3/1943 là 452.000 / (452.000 + 469.747) = 0.49 hay 49%."
"Trong các hộ gia đình, tỉ lệ hộ có người sống một mình 65 tuổi hoặc lớn tuổi hơn so với tỉ lệ hộ có đôi vợ chồng sống với nhau, tỉ lệ nào thấp hơn?",Tỉ lệ hộ có người sống một mình 65 tuổi hoặc lớn tuổi hơn thấp hơn.
Tổng số lượng T-54 và T-55 đã được chuyển giao từ Liên Xô là bao nhiêu?,Tổng số lượng T-54 và T-55 đã được chuyển giao từ Liên Xô là 170 chiếc.
"Vụ ném bom Khu tập thể An Dương, Bà Đình, Hà Nội diễn ra vào ngày nào?","Vụ ném bom Khu tập thể An Dương, Bà Đình, Hà Nội diễn ra vào đêm 19-12-1972."
"So sánh giữa năm 2020 và năm 2014, diện tích cây màu hay diện tích vườn tăng nhiều hơn?",Diện tích cây màu tăng nhiều hơn
Tổng số KCN đã được quy hoạch là bao nhiêu?,18 khu công nghiệp
Sự chênh lệch giữa số gia đình và số hộ trong quận là bao nhiêu theo điều tra năm 2000?,Sự chênh lệch giữa số gia đình và số hộ trong quận là 30.463 hộ theo điều tra năm 2000.
Tính tổng tỉ lệ phần trăm dân số từ 25 đến 44 tuổi và dân số từ 45 đến 64 tuổi?,"53,90%"
Phần trăm hộ có chủ hộ là nữ không có chồng sống cùng và hộ có người sinh sống một mình có độ tuổi 65 tuổi hay già hơn cộng lại chiếm bao nhiêu phần trăm tổng số hộ?,"13,40% + 8,80% = 22,20%"
Trị giá mỗi con bò nhập từ Úc đầu năm 2013 được ước tính vào khoảng bao nhiêu USD so với giá bò hơi khoảng 2 USD/kg?,Trị giá mỗi con bò nhập từ Úc đầu năm 2013 được ước tính vào khoảng 700-1000 USD/con.
Có bao nhiêu khu vực trên thế giới được liệt kê có người nói tiếng Nga?,9 khu vực
Có bao nhiêu loại gia súc và gia cầm có số giống tổng cộng vượt quá 20 giống?,Có 2 loại gia súc và gia cầm có số giống tổng cộng vượt quá 20 giống là lợn và bò.
2014 S/S: Japan Collection đạt thứ hạng cao hơn hay thấp hơn vị trí thứ 5 trên Bảng xếp hạng album hàng tuần của Oricon?,Cao hơn
"Năm 2020, sự giảm diện tích của loại cây nào là nhiều nhất so với năm 2014?",Lúa
"Tính tới giữa tháng 7, số ca tử vong vì COVID-19 ở Pháp cao nhất hay tại Đức cao nhất?",Pháp cao nhất
Số đơn vị dự bị và tập đoàn quân được nêu ra trong đoạn văn là bao nhiêu?,"Có 6 tập đoàn quân và 6 quân đoàn xe tăng, 2 quân đoàn cơ giới."
Số lượng tiểu đoàn của Sư đoàn bộ binh 246 nhiều hơn hay ít hơn số lượng tiểu đoàn trực thuộc quân đoàn?,Số lượng tiểu đoàn của Sư đoàn bộ binh 246 ít hơn số lượng tiểu đoàn trực thuộc quân đoàn.
Tỷ lệ người trên 65 tuổi trong dân số Mannheim đã tăng bao nhiêu phần trăm từ năm 1993 đến 2004?,"Tỷ lệ người trên 65 tuổi trong dân số Mannheim đã tăng từ 15,8% lên 18,2% từ năm 1993 đến 2004, tăng 2,4%."
Tập đoàn quân nào có nhiều sư đoàn bộ binh nhất?,Tập đoàn quân 13
Tổng sản phẩm trên địa bàn (GRDP) của cả nước (giá hiện hành) năm 2021 là bao nhiêu tỷ won?,2.076 nghìn tỷ won
"So sánh công suất của tổ máy tua bin khí được lắp đặt tại Thủ Đức trong tháng 2 năm 1992 với tổ máy tua bin khí được lắp đặt tại Nhà máy điện Bà Rịa trong tháng 1 năm 1993, tổ máy nào có công suất lớn hơn?",Công suất của tổ máy tua bin khí được lắp đặt tại Thủ Đức trong tháng 2 năm 1992 và tổ máy tua bin khí được lắp đặt tại Nhà máy điện Bà Rịa trong tháng 1 năm 1993 là bằng nhau.
"Có bao nhiêu quốc gia được báo cáo đã có tổng số ca tử vong vượt qua ngưỡng 25,000 người vào thứ 7 ngày 9 ","Có 3 quốc gia được báo cáo đã có tổng số ca tử vong vượt qua ngưỡng 25,000 người vào thứ 7 ngày 9"
Nhóm tuổi nào có tỷ lệ thấp nhất trong dân số huyện?,"Nhóm tuổi từ 18 đến 24 có tỷ lệ thấp nhất trong dân số huyện với 9,90%."
"""Thinkin Bout You"" hay ""Pyramids"" được phát hành trước?","""Thinkin Bout You"""
"Dựa vào thông tin, nhóm hộ gia đình nào chiếm tỉ lệ cao nhất?",Đôi vợ chồng sống với nhau
"Năm 2007, Trung Phi xuất khẩu sản phẩm của mình tới bao nhiêu quốc gia?","Năm 2007, Trung Phi xuất khẩu sản phẩm của mình tới 5 quốc gia."
Có bao nhiêu miêu tả khác nhau về Vương quốc Thiên đàng được nêu trong đoạn văn?,2 miêu tả
Tổng số máy bay thiết kế mà Hiryū có thể chứa là bao nhiêu?,73 chiếc
"Giữa cỡ hộ trung bình và cỡ gia đình trung bình, cái nào có giá trị nhỏ nhất?",Cỡ hộ trung bình có giá trị nhỏ nhất
"So sánh số loài bọ nhảy và ve giáp, loài nào được ghi nhận ít hơn?",Bọ nhảy được ghi nhận ít hơn ve giáp
Có bao nhiêu hộ không gia đình trong tổng số hộ được khảo sát?,"28,90%"
" Quân số ban đầu của Sư đoàn Slovenia 18 ít hơn Sư đoàn du kích Dalmatia 18 bao nhiêu người?_x000D_
_x000D_
",ERROR
Có bao nhiêu phần trăm hộ gia đình chỉ gồm các cá nhân?,"19,60%"
Độ dài nhóm tuổi từ 25-44 so với nhóm tuổi từ 45-64 là cao hơn hay thấp hơn?,Thấp hơn
"Trong số các tiêu chí chẩn đoán AS được áp dụng cho trẻ em 8 tuổi ở Phần Lan năm 2007 (tiêu chí ICD-10, tiêu chí Gillberg và Gillberg, tiêu chí DSM-IV, tiêu chí Szatmari và cộng sự), tiêu chí nào cho kết quả tỷ lệ thấp nhất?","Tiêu chí Szatmari và cộng sự cho kết quả tỷ lệ thấp nhất với 1,6 trẻ mắc AS trên 1.000 trẻ."
"Trong các tàu HMS Anson đã nêu, tàu nào có ít khẩu pháo nhất?",HMS Anson (1763)
Doanh thu tại Us và Canada so với doanh thu tại lãnh thổ nước ngoài chênh lệch bao nhiêu $?,$ 31.406.191
"Trong chuỗi kí hiệu '6EQUJ5', tín hiệu nào có cường độ thấp nhất?","Dấu cách biểu thị cường độ thấp nhất, từ 0 đến 0,999."
Hoàng Phê đã viết bao nhiêu tiểu luận trong năm 1963?,2 tiểu luận
Mật độ dân số (số người trên mỗi km²) cao hơn hay thấp hơn mật độ đơn vị nhà ở (số đơn vị nhà ở trên mỗi km²) vào năm 2000?,Mật độ dân số cao hơn mật độ đơn vị nhà ở.
"Trong quận này, Dân cư dưới độ tuổi 18-24 so với dân cư từ 25-44 tuổi trở lên chênh lệch bao nhiêu phần trăm?","9,20% - 30,90% = -21,7%"
Có bao nhiêu quốc gia được báo cáo số ca nhiễm và tử vong do nCoV trong đoạn văn?,4
Ngày được chọn cho buổi chiếu sớm của thành viên Amazon Prime sớm hơn hay muộn hơn ngày phát hành trên IMAX 2D?,Sớm hơn
Nhóm chủng tộc nào có số lượng lớn nhất theo dữ liệu năm 2010?,Người da trắng
"Trong các loại hộ gia đình (vợ chồng sống cùng nhau, nữ hộ không có chồng, gia đình không), cái nào chiếm tỉ lệ lớn nhất?",Đôi vợ chồng sống với nhau
Công Phượng đã ghi tổng cộng bao nhiêu bàn thắng?,Công Phượng đã ghi tổng cộng 6 bàn thắng.
"HCV nữ nội dung ""đội tuyển tỉnh-thành phố"" giải ""Việt dã Báo Quảng Nam mở rộng lần thứ XX"" Cup Agribank năm 2016 có cự li dài hay ngắn hơn HCV nữ trong ""Đại hội Thể thao sinh viên Đông Nam Á"" lần thứ 18 năm 2016 tại Singapore ",Ngắn hơn
Tổng diện tích tự nhiên và tổng số nhân khẩu được sử dụng để thành lập xã An Phú là bao nhiêu?,Tổng diện tích tự nhiên được sử dụng để thành lập xã An Phú là 7.246 ha và tổng số nhân khẩu là 6.467 nhân khẩu.
Có bao nhiêu phần trăm cư dân có độ tuổi từ 25 đến 44?,"28,80%"
Đại tướng G. K. Zhukov đảm nhận vị trí tư lệnh của phương diện quân nào trước khi Thượng tướng I. S. Koniev tiếp quản?,Phương diện quân Kalinin
Có bao nhiêu phiên bản của Drupal được nhắc đến trong đoạn?,"Có 3 phiên bản của Drupal được nhắc đến trong đoạn: Drupal 5, Drupal 6 và Drupal 7, Drupal 8."
"Vào giữa 2014, SpaceX còn lên kế hoạch chế tạo số tên lửa thấp hay nhiều hơn 15 tên lửa mỗi năm?",Nhiều hơn
Lá bắc sinh sản có kích thước lớn hơn hay nhỏ hơn lá bắc con?,Lá bắc sinh sản có kích thước lớn hơn lá bắc con.
"Vào tháng 6/2013,""Sayonara Crawl"" của AKB48 hay ""White Love"" của Speed có doanh số cao hơn?","""Sayonara Crawl"" của AKB48 có doanh số cao hơn ""White Love"" của Speed"
Số hiệu Lữ đoàn xe tăng của Tập đoàn quân 57 lớn hơn hay bé hơn so với số hiệu Lữ đoàn xe tăng của Tập đoàn quân 52?,Lớn hơn
"Số kênh chiếu phim ""Dương Quý Phi"" ở Trung Quốc nhiều hơn số kênh chiếu ở Đài Loan là bao nhiêu?","Số kênh chiếu phim ""Dương Quý Phi"" ở Trung Quốc nhiều hơn số kênh chiếu ở Đài Loan là 3 kênh."
Có nhiều ngoại kiều từ quốc gia nào nhất ở Ireland theo điều tra nhân khẩu năm 2011?,Ba Lan
Có bao nhiêu bài viết được truy cập trong tháng 7 năm 2012?,Có 2 bài viết được truy cập trong tháng 7 năm 2012.
Có bao nhiêu địa điểm khác nhau được sử dụng để thiết lập các kỷ lục ghi nhớ này?,Có 3 địa điểm khác nhau được sử dụng để thiết lập các kỷ lục ghi nhớ này.
Có bao nhiêu nhóm độ tuổi được nêu ra trong đoạn văn?,5 nhóm độ tuổi
Kết quả tổng số bàn thắng của Roma trong hai trận đấu với Gent và Košice là bao nhiêu?,20 bàn thắng
Sự chênh lệch về số lượng người giữa những người có tổ tiên là người Đức so với những người có tổ tiên là người Anh là bao nhiêu?,"Sự chênh lệch về số lượng người giữa những người có tổ tiên là người Đức so với những người có tổ tiên là người Anh là 19,5%."
Năm 2010 tổng số người từ 25 tuổi đến 44 tuổi và từ 45 tuổi đến 64 tuổi là bao nhiêu?,Năm 2010 tổng số người từ 25 tuổi đến 44 tuổi và từ 45 tuổi đến 64 tuổi là 26.543 người.
"Tổng số bảng xếp hạng mà ""Attacca"" xuất hiện và được nêu ra trong đoạn văn là bao nhiêu?",9
Có bao nhiêu loại lính được nêu ra trong đoạn văn?,"Có 5 loại lính được nêu ra trong đoạn văn: lính Âu-Phi, lính người Việt, thổ phỉ, lính Quân đội Quốc gia Việt Nam, lính dõng."
Lượng xe Prius PHV bán ra tại Hà Lan so với số lượng bán ra ở các nước còn lại ở châu Âu là cao hơn hay thấp hơn?,Thấp hơn
"Trong năm 2000, số người da trắng chiếm bao nhiêu phần trăm so với số người da đen hay Mỹ gốc Phi?","Số người da trắng chiếm 73,95% dân số, trong khi số người da đen hay Mỹ gốc Phi chiếm 3,06%."
"Trong các hộ gia đình năm 2010, loại hộ nào phổ biến nhất?",Cặp đôi kết hôn với nhau
Maria Francisca Benedita Ana Isabel Josefa Antónia Lourença Inácia Teresa Gertrudes Rita Joana Rosa sinh năm nào?,Maria Francisca Benedita Ana Isabel Josefa Antónia Lourença Inácia Teresa Gertrudes Rita Joana Rosa sinh năm 1746
Sân vận động đã tổ chức bao nhiêu trận vô địch giải đấu (cũ)?,4 trận
"Kể từ năm 2010 và giao dịch thấp hơn giá trị sổ sách, cổ phiếu của công ty đã giảm thấp hơn hay cao hơn mức 65% ?",Cổ phiếu của công ty đã giảm 81% kể từ năm 2010 và giao dịch thấp hơn giá trị sổ sách.
"Trong set 5 của trận chung kết vô địch Úc mở rộng, Nadal đánh bại Roger Federer hơn bao nhiêu điểm?",4 điểm
Tổng số phần trăm người thuộc chủng tộc khác và từ hai hoặc nhiều chủng tộc là bao nhiêu?,"0,18% từ các chủng tộc khác, và 2,39% từ hai hoặc nhiều chủng tộc"
 Trong quý 2 năm 2005 số người phụ nữ tại Mannheim nhiều hơn số người đàn ông bao nhiêu người?,5.228 người
Tổng số quân của Quân đội Quốc gia Việt Nam vào mùa đông năm 1953 bao gồm cả quân chính quy và quân dự bị là bao nhiêu?,200.000 quân chính quy và 78.000 địa phương quân
Chênh lệch về số lượng dân số người Hoa từ năm 1921 đến 1928 là bao nhiêu người?,"31,062 người"
Có bao nhiêu quốc gia ghi nhận số ca nhiễm mới dưới 1000 ca?,"Có 3 quốc gia ghi nhận số ca nhiễm mới dưới 1000 ca, bao gồm: Anh, Pháp và Đức."
"Trong năm 1999, dân số của quận nào là lớn nhất?",Quận Niort
"Tổng cộng tập đoàn quân cận vệ 5 của trung tướng A. S. Zhadov có bao nhiêu đơn vị quân sự (bao gồm sư đoàn, lữ đoàn và trung đoàn)?",ERROR
"So sánh số nhân khẩu được điều chỉnh từ huyện Châu Thành và huyện Chợ Gạo, huyện nào có số nhân khẩu lớn hơn được điều chuyển?",Huyện Châu Thành có số nhân khẩu lớn hơn được điều chuyển.
"Trong ba quận được đề cập, quận nào có số xã nhiều nhất?",Quận Cherbourg-Octeville
Có bao nhiêu xã được đề cập đến trong đoạn văn và dân số của mỗi xã?,"Có 3 xã được đề cập đến trong đoạn văn, đó là:

- Xã Ninh Hoà: 19.255 người
- Xã Ninh Quới A: 16.041 người
- Xã Ninh Thạnh Lợi A: 9.671 người"
